CUSTOMER_ID,SET,DEMO_CAT_02,DEMO_CAT_09,DEMO_CAT_10,DEMO_CAT_03,DEMO_CAT_04,DEMO_CAT_05,DEMO_CAT_06,DEMO_NUM_01,DEMO_NUM_02,DEMO_CAT_07,DEMO_NUM_03,DEMO_NUM_04,DEMO_CAT_08,DEMO_CAT_11,DEMO_NUM_05,DEMO_CAT_12,DEMO_NUM_06,DEMO_NUM_07,DEMO_NUM_08,DEMO_NUM_09,DEMO_NUM_10,DEMO_NUM_11,DEMO_NUM_12,DEMO_CAT_13,DEMO_NUM_13,DEMO_NUM_14,DEMO_CAT_14,DEMO_CAT_15,DEMO_CAT_01,HAS_A_1,HAS_B_1,HAS_C_1,HAS_D_1,HAS_E_1,HAS_F_1,HAS_G_1,HAS_H_1,HAS_I_1,HAS_L_1,HAS_A_2,HAS_B_2,HAS_C_2,HAS_D_2,HAS_E_2,HAS_F_2,HAS_G_2,HAS_H_2,HAS_I_2,HAS_L_2,BUYED_A,BUYED_B,BUYED_C,BUYED_D,BUYED_E,BUYED_F,BUYED_G,BUYED_H,BUYED_I,BUYED_L,BUYED_NOT_A
497690,test,A,d_29,A,a_12,b_2,A,A,42.660311401,13.501407291,c_0,62,28,A,e_12,37.5623,,0.1062355658,0.2389937107,506.86605081,479.94067797,517.51052632,0.0204858831,950,g_2,502,943,h_0,i_2,B,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402858,test,A,d_11,B,a_1,b_1,B,A,63.369900442,25.893188113,c_0,65,26,A,e_8,101.10094,,0.0607476636,0.3116883117,520.45794393,494.24390244,523.06666667,0,1700,g_1,498,938,h_0,i_16,B,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583422,test,A,d_1,A,a_22,b_2,A,A,42.769900442,2.9315442773,c_0,23,31,A,e_1,33.6566,,0.0949263502,0.3625997719,517.50736498,482.04195804,527.11006289,0.0205664802,1250,g_1,500,939,h_0,i_2,A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
183204,train,A,d_3,A,a_0,b_0,B,A,87.654831948,1.4246949622,c_3,6,54,A,e_2,39.40737,,0.1764705882,0.4154786151,511.2733564,455.87804878,515.32352941,0.0193943518,4200,g_2,487,928,h_6,i_33,A,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883281,train,A,d_2,B,a_38,b_1,B,A,59.84661277,15.794557976,c_1,12,37,A,e_1,34.9901,,0.0443349754,0.1126331811,527.51724138,478.29787234,524.14864865,0.0160965795,910,g_0,506,957,h_1,i_4,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669543,test,A,d_3,A,a_51,b_3,B,A,71.424694962,1.2329141403,c_5,17,10,A,e_2,17.25047,,0.0547945205,0.0938566553,449.29223744,423.09638554,481.76363636,0.0420603475,420,g_2,488,959,h_3,i_9,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277324,train,A,d_1,A,a_20,b_0,A,A,55.221955236,2.2301744143,c_6,92,42,A,e_1,21.50152,,0.1290322581,0.1354784081,518.57478006,482.41176471,527.1,0.011843304,1250,g_1,496,951,h_6,i_12,B,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944672,train,A,d_0,A,a_91,b_0,B,A,65.20551688,2.8767497567,c_0,31,35,A,e_0,47.48412,,0.0240384615,0.2232142857,520.62019231,481.04878049,537.6,0.0070463887,1800,g_1,485,953,h_2,i_14,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613997,test,A,d_0,A,a_7,b_0,B,B,30.895927839,2.8630511266,c_5,14,14,A,e_0,28.40722,,0.0198863636,0.1723646724,489.73579545,473.50925926,487.16528926,0.0332167832,1100,g_0,486,941,h_2,i_20,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402313,test,A,d_5,A,a_0,b_4,B,A,44.647540984,13.665790853,c_3,9,26,A,e_0,38.33154,,0.1586538462,0.1079274117,500.44471154,457.09649123,522.33628319,0.0663567879,2300,g_1,481,929,h_5,i_23,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554826,test,A,d_5,A,a_44,b_1,A,A,36.407103825,6.5562018115,c_0,17,18,A,e_0,32.5583,,0.0944625407,0.1516587678,507.21498371,479.57843137,522.08333333,0.0345209117,500,g_3,496,960,h_4,i_6,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449435,test,A,d_0,B,a_4,b_0,B,A,69.23291414,2.8767497567,c_4,61,42,A,e_0,38.50499,,0.0740740741,0.1764705882,510.55555556,488.34482759,513.15384615,0.0022883295,1300,g_3,502,947,h_4,i_3,B,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749877,train,A,d_15,A,a_71,b_0,A,A,52.00273224,13.443873044,c_2,34,23,A,e_5,41.78903,,0.0482954545,0.2294303797,520.54545455,491.75961538,528.62068966,0.0208485735,800,g_0,484,952,h_0,i_10,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401205,valid,A,d_0,A,a_13,b_1,B,B,51.671270305,12.521857923,c_1,27,23,A,e_0,31.55839,,0.0875576037,0.2486702128,495.49078341,463.992,507.39037433,0.0145208132,1000,g_0,498,951,h_1,i_4,A,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668896,test,A,d_5,A,a_1,b_0,A,A,53.208256606,18.493188113,c_0,4,27,A,e_0,66.03118,,0.0740740741,0.2222222222,517.44444444,459.625,506.75,0,2200,g_1,506,933,h_0,i_7,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377049,test,A,d_2,A,a_1,b_2,B,A,55.597297702,18.569900442,c_0,50,19,A,e_1,41.30621,,0.4745762712,0.4576271186,517.37288136,499.73913043,525.88888889,0.0149253731,2150,g_1,489,923,h_8,i_41,B,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90077,test,A,d_7,A,a_19,b_2,B,A,76.18852459,1.4712703047,c_7,12,11,A,e_2,41.27308,,0.0094339623,0.1586826347,521.11320755,459.4,535.05660377,0.0142011834,1200,g_1,500,948,h_6,i_17,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268360,train,A,d_0,A,a_68,b_0,A,A,50.649352496,1.6164757841,c_2,0,15,A,e_0,34.0961,,0.0714285714,0.3883928571,494.72321429,455.8,511.96551724,0.0421052632,1100,g_1,493,943,h_1,i_44,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738879,valid,A,d_4,A,a_31,b_2,A,A,19.128804551,0.8196721311,c_7,55,18,A,e_3,22.62998,,0.04,0.1540084388,498.46434783,476.95555556,500.90410959,0.0340909091,700,g_2,485,952,h_3,i_9,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815826,train,A,d_25,A,a_9,b_0,B,A,57.821955236,23.150722359,c_5,37,15,A,e_8,33.59703,,0.0203389831,0.1794871795,495.32542373,458.81944444,500.6952381,0.0463871543,1100,g_3,491,938,h_9,i_26,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53241,train,A,d_0,A,a_68,b_2,B,A,43.643873044,12.546448087,c_2,0,17,A,e_0,21.75202,,0.0782122905,0.1735357918,515.97206704,494.08928571,522.65,0.0182857143,800,g_0,501,961,h_4,i_6,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684185,test,A,d_0,A,a_31,b_0,B,A,79.463051127,1.8657908526,c_7,17,19,A,e_0,35.9663,,0,0.0104562738,504.48148148,487.81818182,499.18181818,0,1300,g_1,503,945,h_10,i_24,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368917,test,A,d_1,A,a_1,b_0,B,A,60.355191257,1.6931881129,c_0,9,41,B,e_1,47.26441,,0.0842105263,0.4494623656,513.9380117,471.22680412,519.49043062,0.0192660904,1550,g_0,499,940,h_0,i_7,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917545,test,A,d_0,A,a_74,b_0,B,A,79.597297702,1.309626469,c_8,0,11,A,e_0,31.61591,,0.0443349754,0.0590828924,512.77832512,483.44,518.04477612,0.025540275,1600,g_0,486,956,h_2,i_5,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931930,train,A,d_22,A,a_5,b_1,A,A,63.413736058,16.836065574,c_0,8,32,A,e_4,56.49698,,0.12,0.2581818182,524.384,494.09090909,537.4084507,0.0118343195,2150,g_0,501,945,h_6,i_12,A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
761055,test,A,d_9,A,a_1,b_1,B,B,33.926064825,9.7370237293,c_0,35,39,B,e_1,91.83096,,0.0436681223,0.44,530.76419214,477.24444444,532.52727273,0.0014794723,2300,g_1,499,941,h_2,i_30,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895750,train,A,d_2,A,a_24,b_3,A,A,55.652092222,2.5342840033,c_12,3,12,A,e_1,25.17296,,0.0117647059,0.0978417266,501.11372549,476.89285714,511.73529412,0.0418430884,920,g_2,484,951,h_2,i_5,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707016,train,A,d_0,A,a_65,b_3,A,A,49.482229209,1.8849689348,c_17,45,18,A,e_0,23.96315,,0.0476190476,0.0334572491,508.26190476,512,458.55555556,0.0638297872,670,g_0,492,953,h_3,i_11,A,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356182,train,A,d_28,A,a_37,b_1,B,B,52.478142077,10.189078524,c_8,5,17,A,e_1,30.96459,,0.0149253731,0.0756578947,523.6119403,504.75,525.30434783,0,1200,g_1,501,941,h_10,i_24,A,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451743,train,A,d_0,A,a_97,b_3,A,A,54.161681264,1.4438730444,c_15,75,18,A,e_0,18.22351,,0.0120481928,0.0474683544,519.5060241,496.1875,532.86666667,0.0230769231,280,g_0,492,967,h_3,i_15,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370482,train,A,d_42,A,a_88,b_1,B,A,61.39181825,16.49726776,c_13,5,23,A,e_4,44.15862,,0.1346153846,0.0898100173,487.36057692,448.10416667,506.38461538,0.0532544379,780,g_1,490,958,h_4,i_3,B,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
43042,train,A,d_0,A,a_9,b_0,B,A,52.792349727,2.5863387978,c_5,37,15,A,e_0,46.57633,,0.0079365079,0.3333333333,482.85714286,421.64705882,515.59322034,0.0297798878,1100,g_3,494,934,h_1,i_25,B,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208909,test,A,d_0,A,a_65,b_3,A,A,51.550722359,1.8849689348,c_17,20,18,A,e_0,12.71588,,0.013986014,0.056206089,489.95104895,461.58928571,455.83333333,0.0649233544,360,g_0,487,963,h_3,i_15,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268278,train,A,d_2,A,a_30,b_4,B,B,42.413736058,9.4246949622,c_4,29,24,A,e_1,8.26724,,0.1176470588,0.0606060606,521.05882353,538.25,503,0.0930232558,2100,g_1,510,943,h_6,i_12,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951027,train,A,d_16,A,a_37,b_1,B,A,41.424694962,8.3087431694,c_8,5,17,A,e_6,25.67099,,0.0181818182,0.0396975425,506.94545455,497.35714286,509.33333333,0.0124223602,950,g_3,495,948,h_3,i_11,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546100,valid,A,d_3,A,a_9,b_0,A,A,78.298667565,20.229508197,c_5,1,11,A,e_2,27.40953,,0.0153061224,0.1272384543,473.87585034,447.75621891,477.73333333,0.0868628859,1200,g_3,473,924,h_7,i_8,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390233,valid,A,d_0,A,a_1,b_0,B,A,56.18579235,1.6931881129,c_0,12,26,A,e_0,41.66822,,0.0636758321,0.3499501496,516.57597685,481.37323944,525.39316239,0.0217560218,1700,g_2,500,938,h_0,i_10,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564183,train,A,d_25,A,a_30,b_1,B,B,47.484968935,14.734284003,c_4,61,18,A,e_8,58.59057,,0.039408867,0.1964097149,513.908867,480.48717949,517.63978495,0.0190405077,2900,g_1,497,941,h_10,i_22,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140712,train,A,d_11,A,a_58,b_1,B,A,47.975379894,16.852459016,c_7,0,15,A,e_8,40.64937,,0.0118110236,0.1994949495,517.61023622,494.94262295,516.67721519,0.0307645906,1600,g_1,488,945,h_2,i_20,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783007,train,A,d_3,A,a_1,b_0,B,A,70.556201812,1.7123661951,c_0,20,48,A,e_2,64.75643,,0,0.0497512438,532.76923077,520,539.1,0,1800,g_0,503,943,h_10,i_24,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533614,test,A,d_37,A,a_8,b_1,A,A,34.021955236,15.449352496,c_1,1,31,A,e_4,25.61036,,0.1333333333,0.3248175182,520.21818182,491.40625,525.14606742,0.016016016,3000,g_2,478,933,h_8,i_35,A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914496,test,A,d_5,A,a_40,b_1,B,A,66.838393592,14.104147017,c_5,13,11,A,e_0,28.65282,,0.0269687163,0.124691358,490.57281553,467.23507463,499.37293729,0.0249080999,840,g_2,483,950,h_2,i_20,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157582,test,A,d_44,A,a_11,b_1,B,A,81.783599072,2.7616812636,c_6,5,22,A,e_7,33.85327,,0.15,0.2278481013,494.8,460.21428571,513.94444444,0.038961039,900,g_1,496,950,h_4,i_3,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807392,test,A,d_39,B,a_20,b_1,B,B,46.213736058,20.841530055,c_6,51,39,A,e_4,47.66406,,0.094637224,0.192371476,509.93375394,487.6,506.44827586,0.0177935943,1100,g_0,500,954,h_0,i_7,B,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407619,train,A,d_0,A,a_69,b_0,A,A,64.158469945,1.904147017,c_13,0,9,A,e_0,28.32097,,0.0422535211,0.0739064857,491.61971831,462.5375,503.24489796,0.0423053342,780,g_3,491,952,h_3,i_11,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457718,train,A,d_6,A,a_33,b_2,A,A,69.328804551,1.501407291,c_4,6,21,A,e_5,27.86409,,0.0630630631,0.1215805471,511.36486486,468.22058824,515.6125,0.0335039553,2000,g_2,501,941,h_5,i_13,A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595791,train,A,d_5,B,a_0,b_1,B,B,47.515105921,15.082229209,c_3,22,33,A,e_0,30.96796,,0.0693877551,0.2744874715,512.94285714,482.92727273,517.66390041,0.0149910767,2500,g_3,495,929,h_2,i_14,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307365,test,A,d_7,A,a_17,b_2,B,A,78.660311401,22.054831948,c_9,94,32,A,e_2,49.2521,,0.0714285714,0.179357022,512.37857143,475.63076923,521.20754717,0.0454076367,800,g_1,495,933,h_5,i_23,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517171,train,A,d_4,A,a_59,b_2,B,B,46.520585373,0.1366120219,c_4,13,19,A,e_3,36.893,,0.0642857143,0.2211538462,504.51428571,458.13636364,499.97826087,0.0196936543,1900,g_3,500,936,h_4,i_3,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638130,train,A,d_6,A,a_19,b_1,B,A,60.035519126,16.535519126,c_7,18,13,A,e_5,21.96184,,0.1204819277,0.0602582496,498.55421687,469.71428571,486.92857143,0.0288600289,560,g_1,495,961,h_3,i_11,A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633068,test,A,d_0,A,a_15,b_0,A,B,47.547982633,1.40551688,c_6,61,36,A,e_0,50.32326,,0.1327967807,0.2621359223,514.96177062,484.65322581,520.26455026,0.0251173709,1200,g_0,496,951,h_0,i_0,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117066,train,A,d_1,A,a_1,b_0,A,A,54.621955236,1.6931881129,c_0,2,52,A,e_1,75.33662,,0.1885245902,0.4642857143,507.1557377,469.15789474,526.33333333,0.019818332,4300,g_0,486,928,h_6,i_33,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356479,train,A,d_3,A,a_10,b_2,A,A,67.758941538,1.3425031814,c_0,39,20,A,e_2,38.58562,,0.0785714286,0.0986460348,523.29285714,502.72727273,528.21568627,0,950,g_0,498,960,h_9,i_18,B,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747732,train,A,d_6,A,a_59,b_3,B,B,57.147982633,1.5205853732,c_4,2,21,A,e_5,24.79511,,0.0921985816,0.4255319149,491.94326241,451.27027027,492.95,0.0457665904,2000,g_1,492,935,h_1,i_1,A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864017,train,A,d_1,A,a_38,b_0,B,A,43.717845647,2.1151059211,c_1,12,38,A,e_1,61.3784,,0.15625,0.1111111111,536.84375,463.5,542.23076923,0.0333333333,1350,g_0,512,949,h_6,i_12,B,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867118,test,A,d_0,A,a_56,b_0,A,A,74.717845647,1.9233250992,c_10,22,27,A,e_0,33.27434,,0.1056910569,0.1005291005,498.68292683,460.16,518.52631579,0.0687898089,910,g_1,498,957,h_4,i_3,A,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332707,test,A,d_17,A,a_19,b_1,B,A,49.123325099,15.268530579,c_7,22,13,A,e_6,26.82514,,0.0705394191,0.0539007092,509.64315353,490.31034483,516.86842105,0.0290657439,520,g_0,476,962,h_3,i_11,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506734,train,A,d_18,A,a_14,b_0,A,A,43.827434688,3.2794894827,c_0,0,29,A,e_11,47.32982,,0.1081871345,0.2743055556,519.83625731,481.37837838,530.91139241,0.0185822436,1950,g_0,504,946,h_0,i_10,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163678,test,A,d_8,A,a_0,b_2,A,A,47.493188113,15.531544277,c_3,68,32,A,e_4,33.71905,,0.0761904762,0.2121212121,523.5,481.64864865,533.65079365,0.0334004878,3300,g_2,500,936,h_6,i_17,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933656,train,A,d_1,A,a_24,b_0,B,A,62.345242907,2.8630511266,c_12,10,14,A,e_1,17.63859,,0.0198019802,0.0434782609,525.27722772,509.68181818,513.34615385,0.0344332855,510,g_1,500,963,h_3,i_9,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25559,train,A,d_1,A,a_6,b_3,A,A,40.573770492,1.7123661951,c_7,16,23,A,e_1,47.2266,,0,0.0168539326,493.04347826,341.8,435.33333333,0.0869565217,1650,g_0,504,945,h_7,i_19,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
